Review,Rating,Aspek
good seller  pesan sesuai produk ok kirim cepat terima kasih seller sukses selalu,5,pelayanan
mantaap respon seller produk ok,5,pelayanan
enak ngga manis puas belanja on time sesuai deskripsi 2 jam 11 siang hehe fresh masuk topping kacang mgkin bsa hancur seragam homogen krna piece yg trnyta keras,5,rasa
bolu nya enak mantapp,5,rasa
puasudah langgan,5,pelayanan
wow yum yum enak,5,rasa
enakkk ngga manis bolu nya lembut ,5,rasa
puas pesan enak kirim sesuai,5,pelayanan
packing nya rapi pas buka wangi nya enak bsk2 beli terima kasih,5,pengiriman
sen kue serapih packagingnya bener2 bagus po 2 hr tp besok udh sampairasanya enak lembut tp mantap kacang jg garing top bangettsss,5,pelayanan
packaging aman produk sesuai ekspektasi moga sukses,5,pelayanan
bolu jadul enak kemas rapi dar saran bag nya jgn plastik kali yaa spy tdk tambah sampah plastik hehe,5,pelayanan
kirim cepat jual kooperatif,5,pengiriman
puasa bangettt ngasih hampers org cocok banget,5,pelayanan
sampenya cepat sekaliiii po  terimakasih banyaaak min,5,pengiriman
cokelat kalo ga inget berat badan bisa2 diabisin  layan ekspetasi pikir ga kirim langsung kirim mantab,5,rasa
enak bangeeet coklat rasa bbget tdi mkan ditroh kulkas dlu jdi enyoyy repurchase si makasih seller,5,rasa
sumpah tulis po pas sen malemnya udah kirim pagi udah sampeeee layan ramah bangettt fix kalo beli hampers sini the best,5,pengiriman
layan cepat paket tuju dgn aman mantaap sukses sellernya,5,pelayanan
mantab pas banget hampers lebaran thank you,5,kualitas
proses cepat,5,pengiriman
seller ramah informatif fast response jugapackaging cantik karna hampers lebaranproses pesan cepat h-1 pesan besok antar rapi cantik pacakgingnyasiap bagi hampersnyaoverall puas,5,pelayanan
enak admin good response,5,rasa
alhamdulillah kue enak sesuai pesan terima kasih,5,rasa
admin respon mgkn krn order dinotice proses cepet alhamdulillah terima sesuai yg diharapkanrasa kue ijonya sih juara bangeett ,5,pelayanan
pesan cepet sampe pagi sen siang udh sampe free greeting card luvvv makas,5,pengiriman
paraaah enak banget,5,rasa
suka bgt order paket hampers teman2,5,kualitas
enakkkkk,5,rasa
respon seller cepat packing sesuai pesan,5,pelayanan
kirim cepet banget packing okeee sungguh endul nggak malu2in kasih2 tetangga ,5,pengiriman
beneran kue basah yg segertks kaaaasukses,5,kualitas
enak,5,rasa
kulit choipannya yg hancur lengket,2,kualitas
enak sambelnya ngeklop bgt tp mgkn pas ambil ati2 krn kulit tipis overall ok smua,5,rasa
choi pan langgan beli ber kali2 muas enak puas ,5,rasa
mantabsudah langgan,5,kualitas
ehm choipan nya ya choipan nyabiasa ajaterus sambal nya beli nya 40 biji,3,rasa
enak,5,rasa
choipannya enak nyesel ordernyakurang kirim cepat,5,rasa
enakkkk cpt kirim thx,5,rasa
kualitas harga jangkau,4,kualitas
recomended,5,pelayanan
hancurrmanntaabbb,5,kualitas
sebenernya takut kalo order makan dr kota alam bbrp kali pas sampe makan ancur lbh parah basi packingnya bagus banget aman banget order,5,kualitas
barang kondisi bagus enak seller fast respon packing rapi aman rekomen,5,kualitas
barang kondisi bagus enak seller fast respon packing rapi aman rekomen,5,pelayanan
sdh beli ,5,pelayanan
good,5,rasa
enak banget,5,rasa
not really for me hehe manis tekstur ok,3,rasa
gk kecewa beli,5,pelayanan
admin ramah banget fast response browniesnya two thumbs up coklat asa banget gak manis,5,pelayanan
adminnya fast respon bgt yg ga lgsg konfirmasi ,5,pelayanan
enak2 manis pas yg varian greentea nya grenteacheese nya tebal coklat enak,5,rasa
enak banget cokelat nya leleh nagih sih ini bahayaa,5,rasa
ok,5,kualitas
enak banget kirim super cepat 2x belanja ,5,rasa
kirim cepat jual kooperatif,5,pengiriman
puasa bangettt ngasih hampers org cocok banget,5,pelayanan
sampenya cepat sekaliiii po  terimakasih banyaaak min,5,kualitas
cokelat kalo ga inget berat badan bisa2 diabisin  layan ekspetasi pikir ga kirim langsung kirim mantab,5,rasa
enak bangeeet coklat rasa bbget tdi mkan ditroh kulkas dlu jdi enyoyy repurchase si makasih seller,5,rasa
sumpah tulis po pas sen malemnya udah kirim pagi udah sampeeee layan ramah bangettt fix kalo beli hampers sini the best,5,pengiriman
layan cepat paket tuju dgn aman mantaap sukses sellernya,5,pengiriman
mantab pas banget hampers lebaran thank you,5,kualitas
proses cepat,5,pengiriman
seller ramah informatif fast response jugapackaging cantik karna hampers lebaranproses pesan cepat h-1 pesan besok antar rapi cantik pacakgingnyasiap bagi hampersnyaoverall puas,5,pelayanan
original exp fresh makasih ya,5,kualitas
kirim,5,pengiriman
mantap,5,kualitas
respon bagus,5,pengiriman
responnya sm kirim cpt bangetkuenya jg enak,5,pengiriman
kue enaklembut gak manis,5,rasa
sen semalem bsk siang sampe,5,pengiriman
paket packing oke kurir oke produk oke moga kue bolu talas berkah,5,pelayanan
kirim cepat layan ramah,5,pengiriman
mantap fast response jual kirim cepat enak ,5,pelayanan
kirim cepat,5,pengiriman
mantapp lezat,5,rasa
wajib beli ,5,rasa
kirim super cepet seller ramah beli kloter ,5,pengiriman
enak,5,rasa
respon cepatpesanan sesuai requestpengiriman pake sameday aman sekalithank you,5,pelayanan
beli berapa kali syukaa,5,rasa
nagih enak banget,5,rasa
enaaakkkkk,5,rasa
good thx seller,5,pelayanan
ok tdk kecewa,5,rasa
enak,5,rasa
enak mantap ga jauh2 surabaya beli ceapt banget sampai makasih yaaa,5,rasa
gak nyesel beli kualitas kue jamin respin seller cepat,5,kualitas
pesan siang sore  adminnya ramah  langgan livana kalo surabaya beli livana  outlet jakarta mudah beli  ragu  enakk,5,pelayanan
enak nikmat kirim packaging bagus cepat,5,rasa
packingnya rapi bangetkeren dah pokok kue enakg was2 kue penyok kenapa2di jamin sampe selamat kuenyahappy shopping,5,pelayanan
kue nya istimevvah ,5,rasa
respon slow notice proses cepet banget admin bantu alhamdulillah sesuai estimasi nggak bahas daeebaakk juaraaa ,5,pelayanan
ahhh sukaaapackagingnya gemas kirim cepat gak malu2in kirim2 hampers ,5,rasa
enak banget langs ludes ,5,rasa
super cepat kirim thanks,5,pengiriman
enakkkkk bgt,5,rasa
cepat respon dn oke bingit kue nya,5,pelayanan
kue yummy  layan baiksuper cepat thank you ,5,rasa
enakkk langsung ludes makan dua,5,rasa
enak bangeeet ongol-ongolnya kenyal pas,5,rasa
seller fast respon gemblong empuk enak ,5,pelayanan
overall enak gula kering tahan kering tp gosong paitnya ketan udah oke banget gacor,5,rasa
terima kasih puas enak cepat aman,5,pelayanan
parah udah repeat order 2 sen enak banget,5,rasa
terima kasih enak suka ,5,rasa
enak banget banget lembut manis pas,5,rasa
enak bener jual enak kalo lsg makan,5,rasa
layan cepat mkn enak,5,pelayanan
ketan legit gula merah asa banget rebut keluarga l,5,rasa
browniesnya eunak gak manis packing rapi n ok,5,rasa
barang sesuai terima kasih,5,kualitas
kirim cepat emas aman exp thx,5,pengiriman
endul,5,rasa
brownisnya enaaakkkk,5,rasa
kue enak delivery cepat,5,rasa
browniesnya selamat packingnya bungkus satu bikin aman ya browniesnya prima mah enak ,5,pelayanan
ya primarasa seng lawan enak,5,rasa
barang terima kondisi hancur ujung terguncang2 kirim browniesnya enak kirim cepat,4,kualitas
uenak,5,rasa
mantab,5,rasa
mantab,5,rasa
barang sesuai deskripsienakk lezatsemoga sukses untung y bos,5,kualitas
kemas rapi aman tuju,5,pengiriman
expire nya pendek jangka 4 stlh brg ditrima,3,kualitas
tks tks tks,5,pelayanan
enakk,5,rasa
mantap,5,rasa
enak harga murah,5,rasa
,5,pelayanan
sen isi 10 kirim isi 5 chat slowwwwww response wa,5,pelayanan
enak,5,rasa
bakpia bagus enakpengirimaan recommended seller,5,kualitas
mantap jogja bekas cpet bgt nyampenya exp msh 4hr lg lgsg msukin kulkas,5,pengiriman
kirim cepat packing aman sukses toko nya yaa,5,pengiriman
recommended sellertepat kirim komunikatif seller packaging bagus,5,pelayanan
cepet bgt ngirimnyamantap,5,pengiriman
wueeenakkk tenannnnnuntuk kirim mulusss banget ga kendala ap2 seller langsung dm update foto produk babang gojek kangen bandung order dr cabang aja ,5,rasa
bolen kemas bubble wrap plastik selles komunikasi kirim pesan expired date 9 mei 2021,5,pelayanan
sdh tau bolen enaaak mksh sdh cepat krmnya,5,rasa
enak bangetttttttt fresh,5,rasa
seller fast respons komunikatif,5,pelayanan
yg 2 habis gak apa2 yg coklat mantap,5,rasa
gerak cepat pesan ga sampe 30 menit jemput kurir recommended services 5,5,pengiriman
kirim cepat sameday respon jual cepat enak banget makasih kak,5,pengiriman
kirim cepat seller cepet tanggap barang kualitas oke banget kirim instan mantap,5,pengiriman
respond cepat beli hehe,5,pelayanan
mantap,5,kualitas
produk sesuai deskripsi tanggap kirim cepat recommended,5,kualitas
enak,5,rasa
mantapp respon toko cepat expired nya,5,rasa
expired bulan lgi,5,kualitas
mantap lembut  lumer mulut,5,rasa
thank s pia legongnnya enak,5,rasa
kirim cepat peak seasonrasa moga enak kirim tuk hadiah,5,pengiriman
kue enak kirim cepat,5,rasa
packingan rapih kue enak,5,pelayanan
kirim nya cepat,5,pengiriman
lv is the best kue enak2 variasi trusted and recommended seller,5,rasa
respon packaging rapi,5,pelayanan
enak lapis legit,4,rasa
enakkkkk,5,rasa
packing bagus  enak,5,pelayanan
packingan aman,5,pelayanan
enak lembut,5,rasa
terluv gula kelapa enak banget kacau si enak order recommended banget,5,rasa
enak banget gemblong ketan lembut gula medok,5,rasa
gemblong enak recommended seller kirim cepat,5,rasa
enak pake banget,5,rasa
enak bgt sih ketan jg empuk,5,rasa
good product good delivery,5,kualitas
endul bgt,5,rasa
enak,5,rasa
kulit choipannya yg hancur lengket,2,kualitas
enak sambelnya ngeklop bgt tp mgkn pas ambil ati2 krn kulit tipis overall ok smua,5,rasa
choi pan langgan beli ber kali2 muas enak puas ,5,rasa
mantabsudah langgan,5,rasa
ehm choipan nya ya choipan nyabiasa ajaterus sambal nya beli nya 40 biji,3,rasa
enak,5,rasa
choipannya enak nyesel ordernyakurang kirim cepat,5,rasa
enakkkk cpt kirim thx,5,rasa
kualitas harga jangkau,4,kualitas
so delish,5,rasa
sukak,5,rasa
n packing ok,3,rasa
kemas cocok utk kirim same day isi tertekan2,3,pengiriman
enak atas ekspektasi beli utama vanilla rebut,5,rasa
soesnya enak repeat order,5,rasa
hmmm pikir mirip2 beard papa eh kue sus jadul gitu ok sih not bad but not to my liking suka light,4,rasa
tooopppp,5,rasa
mantab,5,rasa
vanilla enak kulitnyaoriginal enak dalem rum terasamatcha krim aroma jasmine greenteachoco eneg,5,rasa
min benyek kue nya gpp untung nya enak ,4,rasa
beli yg berapa kalisoalnya sen kirim and packing nya bagus bangetyg kirim gosendselalu puas,5,rasa
lumayan enak tp gak asa wismannya isi dikit,4,rasa
ok isi cm mgkn krn pinggir tipis2 jd krg moist lbh suka lapis sby nya,4,rasa
enak super,5,rasa
layan bagus responsif cpt proses kirim jg bagus packingngya klo kualitas krn ga tau lapis legit yg enak gmn ya mnurut enak emang overprice ya pinggir dikit bgt mending beli lapis monica alfamart ,4,pelayanan
enak bgt lembutnext order ,5,rasa
lumayankue nya pda nempelirisan nya tips bangat,5,rasa
responnya cepat,5,pelayanan
cake nya udah gosong paking ngasal,1,kualitas
good,5,rasa
kirim cepat packing lumayan pinggir kuesedikit gosong pahitsaya temu beli 3 gratis1yg terima 3tp overall good,4,pengiriman
takdir beli kue zonk beli baca review kirim gambar produk yg kirim beda kue minyak gak enak maafin ya tp selamat org kecewa yg rasa,1,pelayanan
he hee enak,5,rasa
enak jgn harap gambar yg penuh ya he he he,5,kualitas
bau yg an h,3,kualitas
nggak enak parah sekalimau makan nya takutparaaahhhh,1,rasa
ga sesuai gambar standar banget,1,kualitas
enak kirim cepat  langsung habis ama anak2,5,rasa
nya loh ngangeninmantab,5,rasa
enak sihh sblmnya udh sen yg mahal tk sblh trus penasaran tokped yg jual mooncake yg hrgnya jangkau review bagus jd sengaja beli lg compare jg ga kalah lohkata seller bestsellernya varian pandan kc merah jd beli yg varian pandan kc merah kc item telur asin durian telur asin plg doyan yg kc item durian kulit jg lmyn tipis jd isi lbh asa kirim jg cpt sen malem bsk sore udh kirim jd neng deh nemu mooncake yg hrg jangkau kalo kpn2 ken bs beli lg nyoba yg varian,5,rasa
enak bgt,5,rasa
mooncake-nya enak nggak eneg mooncake,5,rasa
hancur ya dtg nya cemet tp ok bgt rwcomended seller,5,kualitas
kirim cepat kualitas produk muas pesan kali,5,pengiriman
enak bangeet puas layan terima kasih kuenyaa,5,rasa
enak ,5,rasa
mooncake enak parah sih good service bgt bungkus nya jg bener2 aman kirim jawa barat recommended,5,rasa
enak banget,5,rasa
enak bingiiitsss,5,rasa
enak bgt,5,rasa
enaakkk kirim cepet,5,rasa
pesan cepatrasa enak kwalitas stabilmurah hati kasih sambelnya 2 plastik,5,pengiriman
udah enak titik no debat bengkoang ya,5,rasa
puasss sklenak coipannya sambelnya kasih banyakinisdh kali 3 pesan sm toko,5,rasa
enakk,5,rasa
maknyooossssse,5,rasa
mantap,5,rasa
