Review,Sentiment,Aspek
barang sesuai gambar deskripsi,POSITIF,kualitas
barang proses kirim cepat kemas rapi terima kasih sayurbox,POSITIF,pelayanan
sayur fresh layan lumayan cepat,POSITIF,kualitas
produk cepat memuaskanthanks banget seller,POSITIF,pelayanan
nanas gak kirim ga diinfoin refund tokped tau2 pesan udh selesai otomatis,NEGATIF,pelayanan
segarrrr,POSITIF,kualitas
nanas manis bangetcuttingnya rapi suka banget  puas banget,POSITIF,rasa
kirim cepat barang oke,POSITIF,pelayanan
mantap,POSITIF,kualitas
bersih biji,POSITIF,kualitas
pesan proses cepat kirim oke cepat sesuai deskripsi langsung santap,POSITIF,pelayanan
kangen,POSITIF,rasa
pokok puas,POSITIF,pelayanan
respon nya cepat barang cepat sampe tq ya,POSITIF,pelayanan
proses kirim yg cepat sesuai dgn deskripsi,POSITIF,pelayanan
enak,POSITIF,rasa
enak kacang tanah goreng sambal ekstra kemas kirim express aja paket terimakasih seller,POSITIF,pelayanan
mantap,POSITIF,kualitas
cepat  cocok lidah,POSITIF,pelayanan
sesuai pesan respon seller kirim cepat terimakasih,POSITIF,pelayanan
maknyusss,POSITIF,rasa
cabe ngga mgk ketinggalanshg yg makan sendirimereka ngga cabe ngga makanbagaimana ngga puasa habisin 5 porsimakasih ya,POSITIF,pelayanan
mantap fresh,POSITIF,kualitas
enak porsi mini hehe,POSITIF,rasa
mantap fresh buah,POSITIF,kualitas
respon jual kirim cepat,POSITIF,pelayanan
dah ga hitung brp kali repeat order,POSITIF,rasa
enaaaakkkk bingitzzzzz,POSITIF,rasa
brp puluh kali beli  jd member alias langgan,POSITIF,rasa
enakbuahnya fresh seger packingan bersih aman bgt kirim cepat seller ramah makasih,POSITIF,kualitas
mohon maaf lupa foto saking enak udah abis duluan inget foto review asin kuah putih beda sih enakk banget,POSITIF,rasa
mantap asli bikin merem melek,POSITIF,rasa
kirim cepat tks mah ga d raguinajib n tks semuany freshtks,POSITIF,pelayanan
enak segeer,POSITIF,kualitas
asin nya enak bgt kirim cepat,POSITIF,rasa
kirim cepat asin enak thx,POSITIF,pelayanan
pas sesuai selera,POSITIF,rasa
re order yg sekian kali maaf gak sempet foto buru2 dimasukin kulkas takut khilaf puasa,POSITIF,rasa
seger and fres bngt  makasihhhhh,POSITIF,kualitas
oktuanks seller,POSITIF,pelayanan
mantap,POSITIF,kualitas
puas deh sampe gak sempet masuk kulkas langsung makan,POSITIF,rasa
kecewa note sesuai,POSITIF,pelayanan
biar tangan yg bicara mantul saladnya,POSITIF,rasa
udah kali kli bli enak muas langgan,POSITIF,pelayanan
enak,POSITIF,rasa
barang kemas rapi,POSITIF,pelayanan
oke banget beli asin sampe gojek nya bingung beli asin banget enak pas banget,POSITIF,rasa
segeer banget sedeep,POSITIF,kualitas
beli sekian kali suka,POSITIF,rasa
seger makan siang2 cm mangga adem bgt makasih,POSITIF,kualitas
mantab  terima kasih,POSITIF,rasa
bintang bicara,POSITIF,pelayanan
biar bintang yg bicara yaterima kasih,POSITIF,pelayanan
pas mantab makasih yah,POSITIF,rasa
maaf ya cocok dg saus buah nya fresh air,POSITIF,rasa
sukakkk  sellernya helpful bgt  repeat order soon,POSITIF,rasa
buah segar enak seller respon bagus recomended,POSITIF,kualitas
gak ragu udah beli yg sekian kali pokokya sehat sukses y sis,POSITIF,rasa
udah langgan 6x sen via toped wa premium enak keep up the good quality sis,POSITIF,rasa
transaksi berkali2 puas,POSITIF,pelayanan
sesuai pesan terimakasih,POSITIF,kualitas
barang terima packing aman terima kasih,POSITIF,pelayanan
suka sy kirim cepat packing nya rapi trimakasih ya,POSITIF,pelayanan
sesuai pesan barang,POSITIF,pelayanan
mantap,POSITIF,kualitas
garing mnggany enakbkl psn,POSITIF,rasa
enak seger bgt mangga asem renyah pas ngidam,POSITIF,kualitas
enak repeat order,POSITIF,rasa
enak banget krenyes2 buah super segar kali mesti beli,POSITIF,kualitas
repeat order buah mangga bagus sesuai pesan packing rapi ikat erat terima kasih,POSITIF,pelayanan
enak banget,POSITIF,rasa
mina kasih buah  packing bagus buah bagus,POSITIF,kualitas
enak bgt pesan yg sekian kali,POSITIF,rasa
enak banget dongterasinya sukak langsung repeat order stock,POSITIF,rasa
baraang ny bagus kirim cepeett bangeett jooss toko bonuus nya,POSITIF,kualitas
mantap,POSITIF,rasa
recomended seller,POSITIF,pelayanan
lapak fast responpacking rapibarang darat amanmantab pokok,POSITIF,pelayanan
mantap barang bagus rekomendasi,POSITIF,kualitas
barang mantap recomended,POSITIF,kualitas
barang mantap kualitas sukses pokok,POSITIF,kualitas
recomended mantap,POSITIF,pelayanan
barang oke,POSITIF,kualitas
recomended seller,POSITIF,pelayanan
barang kualitas respon seller cepat,POSITIF,kualitas
enak pas dapet harga diskon promo yaa,POSITIF,rasa
bsrang sesuai pesan,POSITIF,kualitas
brg ok enak thanks,POSITIF,kualitas
jual ramah packing nya aman kota,POSITIF,pelayanan
mantab beli kali kecewa,POSITIF,pelayanan
kirim cepat enakkkk suka,POSITIF,pelayanan
enak segar,POSITIF,kualitas
nya wangi manistidak sesuai iklan,NEGATIF,rasa
mantabbbb packing bagus,POSITIF,pelayanan
oke  biji duren yg dalem plastik,POSITIF,rasa
uenakkk langgan nih,POSITIF,rasa
barang bagus packing rapih kirim cepat recommended seller,POSITIF,pelayanan
manis mantul mksh,POSITIF,rasa
joss udh sampe sen ga sampe 1 jam moga joss jg,POSITIF,pelayanan
ga kecewa dgn durian durian manis2 thx ya,POSITIF,rasa
mantap manis,POSITIF,rasa
mantap,POSITIF,rasa
mantappp,POSITIF,rasa
enak,POSITIF,rasa
suka bollen kartika enak,POSITIF,rasa
sesuai kirim item yg order,POSITIF,pelayanan
barang besok expired,NEGATIF,pelayanan
uda sen hr sabtu tp kirim ampe jam 11 senin kirim sore tuju selasa siang,POSITIF,pelayanan
makan suka 2x beli toped packing rapi  aman,POSITIF,rasa
gede puas,POSITIF,pelayanan
sy enak tgl 8 2 pesan 9 2 bayar 10 2 siang udah sampe mantep dah cm dus penyok tp enak mksh kartika sari,POSITIF,rasa
beli ke-4,POSITIF,rasa
packingan rapi,POSITIF,pelayanan
beli yg puas epak rapi pakai bublewarp stiker fragile barang khasiat bagus kadarluarsanya jual fast respon makasih gan,POSITIF,pelayanan
mantap barang asli khasiat bagus langsung epak rapi tulis fragille pakai bubblewarp kadarluarsanya jual fast respon makasih ya next order lg,POSITIF,kualitas
sesuai pesan cepet nyampe packing rapi  ditambahin bublewrap murah yg recomended,POSITIF,pelayanan
sesuai ekspektasi moga jd sehat,POSITIF,kualitas
kirim cepatpackingnya aman  rapiproduk kemas makasih seller,POSITIF,pelayanan
harga bagus barang bagus kirim cepat,POSITIF,kualitas
packing amanmurah cepat,POSITIF,pelayanan
kirim cepat pia enakk,POSITIF,pelayanan
seller responsive,POSITIF,pelayanan
suka banget pia tagih,POSITIF,rasa
seller gercep enak pia nya uda beli  suksesterus,POSITIF,pelayanan
uenak,POSITIF,rasa
barang sesuai tks,POSITIF,pelayanan
mantap,POSITIF,kualitas
good productgood seller  thankyouu,POSITIF,kualitas
good seller good product,POSITIF,pelayanan
good product good seller  thankyouu kak,POSITIF,pelayanan
good seller  pesan sesuai produk ok kirim cepat terima kasih seller sukses,POSITIF,pelayanan
mantaap respon seller produk ok,POSITIF,pelayanan
enak ngga manis puas belanja on time sesuai deskripsi 2 jam 11 siang hehe fresh masuk topping kacang mgkin bsa hancur seragam homogen krna piece yg trnyta keras,POSITIF,rasa
bolu nya enak mantapp,POSITIF,rasa
puasudah langgan,POSITIF,pelayanan
wow yum yum enak,POSITIF,rasa
enakkk ngga manis bolu nya lembut,POSITIF,rasa
puas pesan enak kirim sesuai,POSITIF,pelayanan
packing nya rapi pas buka wangi nya enak bsk2 beli terima kasih,POSITIF,pelayanan
sen kue serapih packagingnya bener2 bagus po 2 hr tp besok udh sampairasanya enak lembut tp mantap kacang jg garing top bangettsss,POSITIF,pelayanan
packaging aman produk sesuai ekspektasi moga sukses,POSITIF,pelayanan
bolu jadul enak kemas rapi dar saran bag nya jgn plastik kali yaa spy tdk sampah plastik hehe,POSITIF,pelayanan
kirim cepat jual kooperatif,POSITIF,pelayanan
puasa bangettt ngasih hampers org cocok banget,POSITIF,pelayanan
sampenya cepat sekaliiii po  terimakasih banyaaak min,POSITIF,pelayanan
cokelat kalo ga inget berat badan bisa2 diabisin  layan ekspetasi pikir ga kirim langsung kirim mantab,POSITIF,rasa
enak bangeeet coklat bbget tdi mkan ditroh kulkas dlu jdi enyoyy repurchase si makasih seller,POSITIF,rasa
sumpah tulis po pas sen malemnya udah kirim pagi udah sampeeee layan ramah bangettt fix kalo beli hampers the best,POSITIF,pelayanan
layan cepat paket tuju dgn aman mantaap sukses sellernya,POSITIF,pelayanan
mantab pas banget hampers lebaran thank you,POSITIF,kualitas
proses cepat,POSITIF,pelayanan
seller ramah informatif fast response jugapackaging cantik karna hampers lebaranproses pesan cepat h-1 pesan besok rapi cantik pacakgingnyasiap hampersnyaoverall puas,POSITIF,pelayanan
enak admin good response,POSITIF,rasa
alhamdulillah kue enak sesuai pesan terima kasih,POSITIF,rasa
admin respon mgkn krn order dinotice proses cepet alhamdulillah terima sesuai yg diharapkanrasa kue ijonya sih juara bangeett,POSITIF,pelayanan
pesan cepet sampe pagi sen siang udh sampe free greeting card luvvv makas,POSITIF,pelayanan
paraaah enak banget,POSITIF,rasa
suka bgt order paket hampers teman2,POSITIF,kualitas
enakkkkk,POSITIF,rasa
respon seller cepat packing sesuai pesan,POSITIF,pelayanan
kirim cepet banget packing okeee sungguh endul nggak malu2in kasih2 tetangga,POSITIF,pelayanan
beneran kue basah yg segertks kaaaasukses,POSITIF,kualitas
enak,POSITIF,rasa
kulit choipannya yg hancur lengket,NEGATIF,kualitas
enak sambelnya ngeklop bgt tp mgkn pas ambil ati2 krn kulit tipis overall ok smua,POSITIF,rasa
choi pan langgan beli ber kali2 muas enak puas,POSITIF,rasa
mantabsudah langgan,POSITIF,kualitas
ehm choipan nya ya choipan nyabiasa ajaterus sambal nya beli nya 40 biji,POSITIF,rasa
enak,POSITIF,rasa
choipannya enak nyesel ordernyakurang kirim cepat,POSITIF,rasa
enakkkk cpt kirim thx,POSITIF,rasa
kualitas harga jangkau,POSITIF,kualitas
recomended,POSITIF,pelayanan
hancurrmanntaabbb,POSITIF,kualitas
sebenernya takut kalo order makan dr kota alam bbrp kali pas sampe makan ancur lbh parah basi packingnya bagus banget aman banget order,POSITIF,kualitas
barang kondisi bagus enak seller fast respon packing rapi aman rekomen,POSITIF,kualitas
barang kondisi bagus enak seller fast respon packing rapi aman rekomen,POSITIF,pelayanan
sdh beli,POSITIF,pelayanan
good,POSITIF,rasa
enak banget,POSITIF,rasa
not really for me hehe manis tekstur ok,POSITIF,rasa
gk kecewa beli,POSITIF,pelayanan
admin ramah banget fast response browniesnya two thumbs up coklat asa banget gak manis,POSITIF,pelayanan
adminnya fast respon bgt yg ga lgsg konfirmasi,POSITIF,pelayanan
enak2 manis pas yg varian greentea nya grenteacheese nya tebal coklat enak,POSITIF,rasa
enak banget cokelat nya leleh nagih sih bahayaa,POSITIF,rasa
ok,POSITIF,kualitas
enak banget kirim super cepat 2x belanja,POSITIF,rasa
kirim cepat jual kooperatif,POSITIF,pelayanan
puasa bangettt ngasih hampers org cocok banget,POSITIF,pelayanan
sampenya cepat sekaliiii po  terimakasih banyaaak min,POSITIF,kualitas
cokelat kalo ga inget berat badan bisa2 diabisin  layan ekspetasi pikir ga kirim langsung kirim mantab,POSITIF,rasa
enak bangeeet coklat bbget tdi mkan ditroh kulkas dlu jdi enyoyy repurchase si makasih seller,POSITIF,rasa
sumpah tulis po pas sen malemnya udah kirim pagi udah sampeeee layan ramah bangettt fix kalo beli hampers the best,POSITIF,pelayanan
layan cepat paket tuju dgn aman mantaap sukses sellernya,POSITIF,pelayanan
mantab pas banget hampers lebaran thank you,POSITIF,kualitas
proses cepat,POSITIF,pelayanan
seller ramah informatif fast response jugapackaging cantik karna hampers lebaranproses pesan cepat h-1 pesan besok rapi cantik pacakgingnyasiap hampersnyaoverall puas,POSITIF,pelayanan
original exp fresh makasih ya,POSITIF,kualitas
kirim,POSITIF,pelayanan
mantap,POSITIF,kualitas
respon bagus,POSITIF,pelayanan
responnya sm kirim cpt bangetkuenya jg enak,POSITIF,pelayanan
kue enaklembut gak manis,POSITIF,rasa
sen semalem bsk siang sampe,POSITIF,pelayanan
paket packing oke kurir oke produk oke moga kue bolu talas berkah,POSITIF,pelayanan
kirim cepat layan ramah,POSITIF,pelayanan
mantap fast response jual kirim cepat enak,POSITIF,pelayanan
kirim cepat,POSITIF,pelayanan
mantapp lezat,POSITIF,rasa
wajib beli,POSITIF,rasa
kirim super cepet seller ramah beli kloter,POSITIF,pelayanan
enak,POSITIF,rasa
respon cepatpesanan sesuai requestpengiriman pake sameday aman sekalithank you,POSITIF,pelayanan
beli kali syukaa,POSITIF,rasa
nagih enak banget,POSITIF,rasa
enaaakkkkk,POSITIF,rasa
good thx seller,POSITIF,pelayanan
ok tdk kecewa,POSITIF,rasa
enak,POSITIF,rasa
enak mantap ga jauh2 surabaya beli ceapt banget makasih yaaa,POSITIF,rasa
gak nyesel beli kualitas kue jamin respin seller cepat,POSITIF,kualitas
pesan siang sore  adminnya ramah  langgan livana kalo surabaya beli livana  outlet jakarta mudah beli  ragu  enakk,POSITIF,pelayanan
enak nikmat kirim packaging bagus cepat,POSITIF,rasa
packingnya rapi bangetkeren dah pokok kue enakg was2 kue penyok kenapa2di jamin sampe selamat kuenyahappy shopping,POSITIF,pelayanan
kue nya istimevvah,POSITIF,rasa
respon slow notice proses cepet banget admin bantu alhamdulillah sesuai estimasi nggak bahas daeebaakk juaraaa,POSITIF,pelayanan
ahhh sukaaapackagingnya gemas kirim cepat gak malu2in kirim2 hampers,POSITIF,rasa
enak banget langs ludes,POSITIF,rasa
super cepat kirim thanks,POSITIF,pelayanan
enakkkkk bgt,POSITIF,rasa
cepat respon dn oke bingit kue nya,POSITIF,pelayanan
kue yummy  layan baiksuper cepat thank you,POSITIF,rasa
enakkk langsung ludes makan,POSITIF,rasa
enak bangeeet ongol-ongolnya kenyal pas,POSITIF,rasa
seller fast respon gemblong empuk enak,POSITIF,pelayanan
overall enak gula kering tahan kering tp gosong paitnya ketan udah oke banget gacor,POSITIF,rasa
terima kasih puas enak cepat aman,POSITIF,pelayanan
parah udah repeat order 2 sen enak banget,POSITIF,rasa
terima kasih enak suka,POSITIF,rasa
enak banget banget lembut manis pas,POSITIF,rasa
enak bener jual enak kalo lsg makan,POSITIF,rasa
layan cepat mkn enak,POSITIF,pelayanan
ketan legit gula merah asa banget rebut keluarga l,POSITIF,rasa
browniesnya eunak gak manis packing rapi n ok,POSITIF,rasa
barang sesuai terima kasih,POSITIF,kualitas
kirim cepat emas aman exp thx,POSITIF,pelayanan
endul,POSITIF,rasa
brownisnya enaaakkkk,POSITIF,rasa
kue enak delivery cepat,POSITIF,rasa
browniesnya selamat packingnya bungkus bikin aman ya browniesnya prima mah enak,POSITIF,pelayanan
ya primarasa seng lawan enak,POSITIF,rasa
barang terima kondisi hancur ujung terguncang2 kirim browniesnya enak kirim cepat,POSITIF,kualitas
uenak,POSITIF,rasa
mantab,POSITIF,rasa
mantab,POSITIF,rasa
barang sesuai deskripsienakk lezatsemoga sukses untung y bos,POSITIF,kualitas
kemas rapi aman tuju,POSITIF,pelayanan
expire nya pendek jangka 4 stlh brg ditrima,POSITIF,kualitas
tks tks tks,POSITIF,pelayanan
enakk,POSITIF,rasa
mantap,POSITIF,rasa
enak harga murah,POSITIF,rasa
sen isi 10 kirim isi 5 chat slowwwwww response wa,POSITIF,pelayanan
enak,POSITIF,rasa
bakpia bagus enakpengirimaan recommended seller,POSITIF,kualitas
mantap jogja bekas cpet bgt nyampenya exp msh 4hr lg lgsg msukin kulkas,POSITIF,pelayanan
kirim cepat packing aman sukses toko nya yaa,POSITIF,pelayanan
recommended sellertepat kirim komunikatif seller packaging bagus,POSITIF,pelayanan
cepet bgt ngirimnyamantap,POSITIF,pelayanan
wueeenakkk tenannnnnuntuk kirim mulusss banget ga kendala ap2 seller langsung dm update foto produk babang gojek kangen bandung order dr cabang aja,POSITIF,rasa
bolen kemas bubble wrap plastik selles komunikasi kirim pesan expired date 9 mei 2021,POSITIF,pelayanan
sdh tau bolen enaaak mksh sdh cepat krmnya,POSITIF,rasa
enak bangetttttttt fresh,POSITIF,rasa
seller fast respons komunikatif,POSITIF,pelayanan
yg 2 habis gak apa2 yg coklat mantap,POSITIF,rasa
gerak cepat pesan ga sampe 30 menit jemput kurir recommended services 5,POSITIF,pelayanan
kirim cepat sameday respon jual cepat enak banget makasih kak,POSITIF,pelayanan
kirim cepat seller cepet tanggap barang kualitas oke banget kirim instan mantap,POSITIF,pelayanan
respond cepat beli hehe,POSITIF,pelayanan
mantap,POSITIF,kualitas
produk sesuai deskripsi tanggap kirim cepat recommended,POSITIF,kualitas
enak,POSITIF,rasa
mantapp respon toko cepat expired nya,POSITIF,rasa
expired lgi,POSITIF,kualitas
mantap lembut  lumer mulut,POSITIF,rasa
thank s pia legongnnya enak,POSITIF,rasa
kirim cepat peak seasonrasa moga enak kirim tuk hadiah,POSITIF,pelayanan
kue enak kirim cepat,POSITIF,rasa
packingan rapih kue enak,POSITIF,pelayanan
kirim nya cepat,POSITIF,pelayanan
lv is the best kue enak2 variasi trusted and recommended seller,POSITIF,rasa
respon packaging rapi,POSITIF,pelayanan
enak lapis legit,POSITIF,rasa
enakkkkk,POSITIF,rasa
packing bagus  enak,POSITIF,pelayanan
packingan aman,POSITIF,pelayanan
enak lembut,POSITIF,rasa
terluv gula kelapa enak banget kacau si enak order recommended banget,POSITIF,rasa
enak banget gemblong ketan lembut gula medok,POSITIF,rasa
gemblong enak recommended seller kirim cepat,POSITIF,rasa
enak pake banget,POSITIF,rasa
enak bgt sih ketan jg empuk,POSITIF,rasa
good product good delivery,POSITIF,kualitas
endul bgt,POSITIF,rasa
enak,POSITIF,rasa
kulit choipannya yg hancur lengket,NEGATIF,kualitas
enak sambelnya ngeklop bgt tp mgkn pas ambil ati2 krn kulit tipis overall ok smua,POSITIF,rasa
choi pan langgan beli ber kali2 muas enak puas,POSITIF,rasa
mantabsudah langgan,POSITIF,rasa
ehm choipan nya ya choipan nyabiasa ajaterus sambal nya beli nya 40 biji,POSITIF,rasa
enak,POSITIF,rasa
choipannya enak nyesel ordernyakurang kirim cepat,POSITIF,rasa
enakkkk cpt kirim thx,POSITIF,rasa
kualitas harga jangkau,POSITIF,kualitas
so delish,POSITIF,rasa
sukak,POSITIF,rasa
n packing ok,POSITIF,rasa
kemas cocok utk kirim same day isi tertekan2,POSITIF,pelayanan
enak ekspektasi beli utama vanilla rebut,POSITIF,rasa
soesnya enak repeat order,POSITIF,rasa
hmmm pikir mirip2 beard papa eh kue sus jadul gitu ok sih not bad but not to my liking suka light,POSITIF,rasa
tooopppp,POSITIF,rasa
mantab,POSITIF,rasa
vanilla enak kulitnyaoriginal enak dalem rum terasamatcha krim aroma jasmine greenteachoco eneg,POSITIF,rasa
min benyek kue nya gpp untung nya enak,POSITIF,rasa
beli yg kalisoalnya sen kirim and packing nya bagus bangetyg kirim gosendselalu puas,POSITIF,rasa
lumayan enak tp gak asa wismannya isi dikit,POSITIF,rasa
ok isi cm mgkn krn pinggir tipis2 jd krg moist lbh suka lapis sby nya,POSITIF,rasa
enak super,POSITIF,rasa
layan bagus responsif cpt proses kirim jg bagus packingngya klo kualitas krn ga tau lapis legit yg enak gmn ya mnurut enak emang overprice ya pinggir dikit bgt mending beli lapis monica alfamart,POSITIF,pelayanan
enak bgt lembutnext order,POSITIF,rasa
lumayankue nya pda nempelirisan nya tips bangat,POSITIF,rasa
responnya cepat,POSITIF,pelayanan
cake nya udah gosong paking ngasal,NEGATIF,kualitas
good,POSITIF,rasa
kirim cepat packing lumayan pinggir kuesedikit gosong pahitsaya temu beli 3 gratis1yg terima 3tp overall good,POSITIF,pelayanan
takdir beli kue zonk beli baca review kirim gambar produk yg kirim beda kue minyak gak enak maafin ya tp selamat org kecewa yg,NEGATIF,pelayanan
he hee enak,POSITIF,rasa
enak jgn harap gambar yg penuh ya he he he,POSITIF,kualitas
bau yg an h,POSITIF,kualitas
nggak enak parah sekalimau makan nya takutparaaahhhh,NEGATIF,rasa
ga sesuai gambar standar banget,NEGATIF,kualitas
enak kirim cepat  langsung habis ama anak2,POSITIF,rasa
nya loh ngangeninmantab,POSITIF,rasa
enak sihh sblmnya udh sen yg mahal tk sblh trus penasaran tokped yg jual mooncake yg hrgnya jangkau review bagus jd sengaja beli lg compare jg ga kalah lohkata seller bestsellernya varian pandan kc merah jd beli yg varian pandan kc merah kc item telur asin durian telur asin plg doyan yg kc item durian kulit jg lmyn tipis jd isi lbh asa kirim jg cpt sen malem bsk sore udh kirim jd neng deh nemu mooncake yg hrg jangkau kalo kpn2 ken bs beli lg nyoba yg varian,POSITIF,rasa
enak bgt,POSITIF,rasa
mooncake-nya enak nggak eneg mooncake,POSITIF,rasa
hancur ya dtg nya cemet tp ok bgt rwcomended seller,POSITIF,kualitas
kirim cepat kualitas produk muas pesan kali,POSITIF,pelayanan
enak bangeet puas layan terima kasih kuenyaa,POSITIF,rasa
enak,POSITIF,rasa
mooncake enak parah sih good service bgt bungkus nya jg bener2 aman kirim jawa barat recommended,POSITIF,rasa
enak banget,POSITIF,rasa
enak bingiiitsss,POSITIF,rasa
enak bgt,POSITIF,rasa
enaakkk kirim cepet,POSITIF,rasa
pesan cepatrasa enak kwalitas stabilmurah hati kasih sambelnya 2 plastik,POSITIF,pelayanan
udah enak titik no debat bengkoang ya,POSITIF,rasa
puasss sklenak coipannya sambelnya kasih banyakinisdh kali 3 pesan sm toko,POSITIF,rasa
enakk,POSITIF,rasa
maknyooossssse,POSITIF,rasa
mantap,POSITIF,rasa
enak kualitas layan,POSITIF,pelayanan
makan enak bangett,POSITIF,rasa
makan enak harga sahabat,POSITIF,rasa
layan lambat pegawai ramah,NEGATIF,pelayanan
tempat rapi nyaman recomended banget tongkrong anak remaja,POSITIF,kualitas
cafe nya nyaman nongkrong makan enak,POSITIF,rasa
koneksi wifinya koneksi,NEGATIF,kualitas
makan minum enak enak banget,POSITIF,rasa
makan nya lumayan enak menu,POSITIF,rasa
ayam penyet enak suka sambal,POSITIF,rasa
cemilan nya enak menu nya,NEGATIF,rasa
cafe nya bagus nyaman,POSITIF,kualitas
pegawai nya ramah keren,POSITIF,pelayanan
dapur cafe nya bersih rapi,POSITIF,kualitas
harga makan murah porsi makan,POSITIF,kualitas
suka cafe nyaman penting lokasi rumah,POSITIF,kualitas
makan enak porsi,POSITIF,rasa
pesan makan,NEGATIF,pelayanan
suasana cafe cantik nyaman,POSITIF,kualitas
menu indomie goreng enak porsi,POSITIF,rasa
menu indomienya mie nya mateng kembang lembek,NEGATIF,kualitas
tata duduk berisik,NEGATIF,kualitas
cafe nya bagus cocok nongkrong,POSITIF,kualitas
menu makan,NEGATIF,kualitas
cafenya bagus nyaman strategi lokasi pinggir jalan,POSITIF,kualitas
pegawai onwer nya ramah,POSITIF,pelayanan
ayam penyet enak sambal enak banget ayam nya,POSITIF,rasa
menu cemilan,NEGATIF,kualitas
nya cocok nongkrong anak muda,POSITIF,kualitas
menu makan enak,POSITIF,rasa
layan pegawai ramah,POSITIF,pelayanan
cemilannya enak banget,POSITIF,rasa
cafe yg bagus cocok mahasiswa,POSITIF,kualitas
makan enak harga sesuai kantong mahasiswa ,POSITIF,rasa
indomie goreng nya enak ,POSITIF,rasa
porsi ayam penyet ayam ,POSITIF,kualitas
nasi goreng nya enak,POSITIF,rasa
cafe nya bagus harga menu makan cocok kantong anak muda,POSITIF,kualitas
indo mie kuah nya enak,POSITIF,rasa
suka cafe nya tongkrong ku,POSITIF,kualitas
nasi goreng nya enak mi nyaa ,POSITIF,rasa
nyaman bersih cafe nya,POSITIF,kualitas
pegawai nya kece parah ,POSITIF,pelayanan
harga makan ringan pas kantong,POSITIF,kualitas
pegawai sombong ,POSITIF,pelayanan
cafenya bagus,POSITIF,kualitas
ruang berisik krna duduk dekat,NEGATIF,kualitas
cafe bagus nyaman,POSITIF,kualitas
ayam penyet ayam nya enak,POSITIF,rasa
nasi goreng nya enak,POSITIF,rasa
makan yg pesan ,NEGATIF,pelayanan
mie goreng enak ,POSITIF,rasa
cafenya bersih,POSITIF,kualitas
cafe nya cantik kecileksotis bangett,POSITIF,kualitas
dimsumnya enak ,POSITIF,rasa
bakso goreng enak ,POSITIF,rasa
harga menu makan minum nya cocok anak mudaa,POSITIF,kualitas
pegawai nya sigap,POSITIF,pelayanan
pisang coklat nya enak coklat nya banget,POSITIF,rasa
martabak telur nya enak,POSITIF,rasa
bersih cafe jaga ,POSITIF,kualitas
menu makan saji rapi beranta,POSITIF,kualitas
orang yg kecafe rame anak remaja kuliah banyak,POSITIF,kualitas
kipas angin nya biar gerah dalam ruang nya,NEGATIF,kualitas
suka cafenya bersih nyaman,POSITIF,kualitas
dekor cafe nya keren anak kini banget,POSITIF,kualitas
ayam geprek nya enak recommended banget cinta pedas ,POSITIF,rasa
cafe nya keren tata letak hias bagus banget,POSITIF,kualitas
makan minum enak banget,POSITIF,rasa
malam nongkrong situ makan malam situ makan enak,POSITIF,rasa
cafe nya nyaman yg nongkrong,POSITIF,kualitas
sukses cafe ti amo moga kedepannnya cafenya cabang,POSITIF,kualitas
nugget nya enak porsi harga segitu,POSITIF,rasa
makan enak ,POSITIF,rasa
onwer nya ramah,POSITIF,pelayanan
sosis goreng nya enak porsi,POSITIF,rasa
menu cemilan nya banyakin,NEGATIF,kualitas
indomie kuah enak ,POSITIF,rasa
cafenya bagus ,POSITIF,kualitas
sosis goreng nya enak porsi,POSITIF,rasa
abg kasir nya cakep,POSITIF,pelayanan
nasi goreng enak ,POSITIF,rasa
paket ayam penyet nya enak ,POSITIF,rasa
suasana cafe nya asik kecee,POSITIF,kualitas
cafe nya berisik,NEGATIF,kualitas
mie goreng enak ,POSITIF,rasa
cafenya bagus suka ,POSITIF,kualitas
menu cemilannya,NEGATIF,kualitas
nya nyaman cocok nongkrong,POSITIF,kualitas
cafenya cocok mahasiswa ngerjain tugas,POSITIF,kualitas
nasi goreng enak lumayan pedas,POSITIF,rasa
daging ayam nya sambal enak ,POSITIF,rasa
menu makan enak,POSITIF,rasa
cafenya cantik,POSITIF,kualitas
cafe yg bersih nyaman,POSITIF,kualitas
pegawai cafenya anak hits banget,POSITIF,pelayanan
nasi goreng nya pas lidah ,POSITIF,rasa
indomie kuah nya enak kuah nya seger banget,POSITIF,rasa
suasana cafe nya nyaman cocok banget nongkrong anak muda,POSITIF,kualitas
pesan makan,NEGATIF,pelayanan
ayam geprek nya enak sambal enak ,POSITIF,rasa
cafenya bagus bersih,POSITIF,kualitas
ayam penyet enak ayam nya gurih ,POSITIF,rasa
paket ayam geprek nya enak cocok yg suka pedas,POSITIF,rasa
kasir ramah,POSITIF,pelayanan
nasi goreng enak telur matang nya sesuai yg ku suka,POSITIF,rasa
cafenya bagus,POSITIF,kualitas
cafenya cantik spot-spot foto nya,POSITIF,kualitas
indomie goreng enak banget menu yg pedas ,POSITIF,rasa
nuggetnya enak ,POSITIF,rasa
makan minum cafe enak,POSITIF,rasa
bakso goreng enak porsi,POSITIF,rasa
nongkrong ku malam krna nyaman bersih makan nya enak,POSITIF,kualitas
nasi goreng enak,POSITIF,rasa
kentang goreng enak porsi lumayan,POSITIF,rasa
lele penyet nya enak sambal pedas rekomen banget cinta pedas,POSITIF,rasa
walik nya enak porsi,POSITIF,rasa
cafenya cantik bersih,POSITIF,kualitas
pegawai ramah,POSITIF,pelayanan
