Review,Rating,Aspek,Sentiment
packagingnya aman plastik dalam toples  tapi karna ngembang jd susah banged buka toplesnya wkwkw  kalau rasa c sudah pasti kimchi enak ,5,pelayanan,POSITIF
kimchi nya enak udah beberapa kali beli tapi saya beli 700 gram dapetnya cuma 662 gram udah sama kemas,1,rasa,NEGATIF
respon seller cepat sudah beli ke 2 kali gak kecewa terima kasih banyak,5,pelayanan,POSITIF
puas barang sesuai,5,kualitas,POSITIF
cepat packing aman produk mantap,5,pelayanan,POSITIF
produk bagus,5,kualitas,POSITIF
barang ok  servicenya super expresstq,5,pelayanan,POSITIF
packing rapih kirim cepatsemoga nanti bisa reordermakasih seller ,5,pengiriman,POSITIF
kirim cepat,5,pengiriman,POSITIF
enak recommended sellertopnext order lagi deh terimakasih ,5,rasa,POSITIF
semua okeyyy,5,pelayanan,POSITIF
fast respone enak,5,pelayanan,POSITIF
mantab,5,kualitas,POSITIF
fast delivery good product,5,pengiriman,POSITIF
makan cepat dateng dan enak ,5,pengiriman,POSITIF
barang sesuai deskripsi dan kirim cepat trims,5,pelayanan,POSITIF
mungkin aku ga cocok sama masakan korea aku lebih cocok masakan jepang udah nyoba banyak makan korea tapi ga ada yang cocok untuk kimchinya mungkin enak tapi asam banget,4,rasa,POSITIF
pesan cepet sampaipacking nya rapih bgt ,5,pengiriman,POSITIF
rasa enakpengobat rindu blm bisa balik ke korea tapi tidak masih bisa makan kimchi homemade sini bakal jadi langgan,5,rasa,POSITIF
respon cepat mantap lah,5,pelayanan,POSITIF
pesan sdh saya terima dan sesuai thanks seller,5,pengiriman,POSITIF
sudah sy terima tapi nggak sy makan karena sdh lebih 5 hari di jalan takut sakit perut produk ini sudah sampai di kota saya hari senin tapi baru antar ke saya kamis hari ini itu telah email cs anteraja dan komplain tokopedia,3,pengiriman,NETRAL
barang sesuai deskripsi produk oke packaging rapih kirim cepat seller fast respons dan udh langgan recommended ,5,pelayanan,POSITIF
enaaakkk,5,rasa,POSITIF
produk bagus  kirim cepatthank you,5,pelayanan,POSITIF
thanks ,5,pelayanan,POSITIF
packing aman kardus trs dibubble wrap dalem wadah plastik utuh ngga ada yg retak hehe cm ngga bener2 nutup hehe saran mgkn bisa isolasi lakban kimchinya bungkus plastik alhamdulillah ngga bolong ngga bocor rasa seperti biasa hehe yaa kimchi seller fast respon udah berkali2 beli di olshop ini overall puas mksh,5,pengiriman,POSITIF
kimchi fresh sekali dan rasa mantap,5,kualitas,POSITIF
mantafff,5,kualitas,POSITIF
masih kres kres dan enak,5,rasa,POSITIF
enak banget,5,rasa,POSITIF
pesan kimchi sudah terima dengan baik dan sesuai yg diorderpacking aman kirim cepatterima kasih,4,pelayanan,POSITIF
sukaaaaaaaaaaaaa,5,rasa,POSITIF
kirim super cepat sen pagi malam udh dtg luar biasa tks dapursakinahku,5,pengiriman,POSITIF
kondisi barang terima sangat rapi dan bagus kemas plastik tebal dan double tetapi tidak bocor semua kuah tumpah basah kardusuntuk kirim sangat kecewa karena tidak sesuai yang harus maksimal tgl 14 maret 2021 terima oleh konsumen baru kirim oleh pihak sicepat tgl 15 maret 2021 dengan alas tgl 13 sabtu dan 14 minggu pihak sicepat libur dan hari sabtu minggu tidak hitung sistem kerja sunggung sangat kecewa,1,pengiriman,NEGATIF
barang cepat sampai,5,pengiriman,POSITIF
enakk tp agak pahit,4,rasa,POSITIF
kurang suka rasa pahit,3,rasa,NETRAL
lontong wangi daun padat lembut dan enak,5,rasa,POSITIF
lontong lembut dan enak makan pakainopor,5,rasa,POSITIF
pesan dadak karena opor masih sisa banyak order cepat di respons dan rasa enak lontong lembut terima kasih,5,rasa,POSITIF
lomtongnya bagus enak dan fresh,5,kualitas,POSITIF
lontong tiba sesuai pesan rasa enak dan legit sesuai espektasi tahan yaa trimakasih seller,5,rasa,POSITIF
harga kompetitir rasa enak,5,rasa,POSITIF
produk lontong lembut mantap,5,rasa,POSITIF
lontong banyak yg benyek om ga jel ga padet,3,kualitas,NETRAL
fast response kirim dan tiba sesuai minta tapi sayang ada beberapa lontong ujung lembek dan sedikit hancur,4,kualitas,POSITIF
bagus sekali oncom nya ,5,kualitas,POSITIF
product sesuai tp oncom tebal hanya paruh dari oncom biasa,3,kualitas,NETRAL
good quality very fresh  affordable price  fast delivery on time  seller shop is very friendly and helpful  will definitely order again ,5,kualitas,POSITIF
isi nya banyak admin nya cepat tanggap dan sangat bantu,5,pelayanan,POSITIF
selalu puas beli disiniselalu enak dan kirim cepet,5,pelayanan,POSITIF
enak bgt mexican tuna salad nyaporsi nya banyak dan pas antar cepat jg di hari yg sama,5,pelayanan,POSITIF
enak saladnya,5,rasa,POSITIF
terima kasih banyak pak bu emas rapi dan kirim cepat layan muas mantappp -,5,pelayanan,POSITIF
selalu suka salad di sini,5,rasa,POSITIF
kirim cepat dan rasa enak,5,pengiriman,POSITIF
like the dressing however it was very little for the salad s portion,4,rasa,POSITIF
enaaakkdressingnya juga ,5,rasa,POSITIF
toko amanah syg kurir anterajanya lambat banget ngirim paketanterajaanternya kapan2 aja,5,pengiriman,POSITIF
fast respon n delivery sdh langgan beli asin n ok bget rasa,5,pelayanan,POSITIF
sesuai kirim cepat,5,pengiriman,POSITIF
rasa enak  segar ,5,rasa,POSITIF
yummmmyyyyyy so fresssshhhhhsdh repeat order,5,rasa,POSITIF
kirim tepat waktu dan asin nya enak banget,5,pengiriman,POSITIF
sdh beli kali sini n rasany tetap mantulll,5,rasa,POSITIF
enak sekali fresh ingredients pas padu mangga asam dengan lengkeng manis,5,rasa,POSITIF
enakkkkkkkk,5,rasa,POSITIF
enakkkk n sdh repeat order berkali2,5,rasa,POSITIF
produk bagus original sesuai pesan packing rapih kirim cepat mantaap deeeh terima kasih banyaktokopedia  seller sukses selalu yaa amiiin,5,pelayanan,POSITIF
thank u gan enak,5,rasa,POSITIF
cream nya terlalu bnykkulit jg agak tebalisi durian jd sdktpengiriman joooss,4,rasa,POSITIF
kirim cepat tapi sayang tidak ada gratis ongkir padahal saya beli 2 jadi mahal di ongkir padahal kirim dekat,5,pengiriman,POSITIF
barang sdh sampai sangat cepat mantaf,5,pengiriman,POSITIF
mantappp cepat sampe hanya 30menit dari waktu mesan,5,pengiriman,POSITIF
jossss bngt sen jam 3 eeeeehhh jm 7 dah nympetq,5,pengiriman,POSITIF
buah segar dan enak sekali,5,kualitas,POSITIF
enak bangetttt buah banyak harga murah mayoinase nya enak puas,5,rasa,POSITIF
jual ramah dan baik,5,pelayanan,POSITIF
jual selalu konsisten dengan layan yg cepat dan ramah packing yg kuat sturdy tampak luar yg cantik buah2an yang fresh yang saya suka ada pilih kewpie yogurt yang hampir tidak pernah saya temu tempat lain selain itu ada tambah almond slices tanpa naik harga rasa duh nggak usah bilang puas deh pokok lebih2 yang ada blueberrynya nggak pernah sekalipun buat kecewa so so highly recommended ,5,pelayanan,POSITIF
bahan selalu fresh rasa selalu konsisten enak packing rapi dan cantik response ramah dan cepat nggak pernah kecewa highly recommended,5,pelayanan,POSITIF
enaaakk,5,rasa,POSITIF
repeat orderseller sangat responsif order saat pukul 1530 lewat nyata langsung proses dan maghrib dah sampai rumahtks seller,5,pengiriman,POSITIF
puas seller responsifsalad buah nya mevvahtks seller,5,pelayanan,POSITIF
selalu puas sm salad buah seller responsif price reasonable buah2nya fresh cheese n dressing nya ga pelit top pokok,5,kualitas,POSITIF
kismis enak bngt lain kali order lg terima kasih kirim juga cepat,5,rasa,POSITIF
bagus  cepat recomended seller ,5,pelayanan,POSITIF
tdk slh pilih - recommended fast respons produk sesuai deskripsi the best full hitam  moist  bsr best packing free box  bubble wrap aman kirim brasa same day bayar gratis 100 thx gan,5,pelayanan,POSITIF
sesuai sana cuma proses agak lama dikit produk bagus dan enak bgt ga kering dan wangi,5,kualitas,POSITIF
kismis bagus respon cepat,5,kualitas,POSITIF
lumayan enak kismis nya tapi kok kaya ada bau2 karet nya ya,4,rasa,POSITIF
bagus moga kwalitas tetap di utama biar jadi langgan tetap,5,kualitas,POSITIF
bagus,5,kualitas,POSITIF
sdh sekian kali belanja di mari top deh pokok moga daerah kelapa gading selalu aman dr banjir,5,kualitas,POSITIF
rnak ga terlalu manis keju buanyak kirim cepet,5,rasa,POSITIF
dah berapa kali order sini ga pernah kecewa dah selalu mantul,5,kualitas,POSITIF
salad buah nya enak,5,rasa,POSITIF
buah banyak dan segar semuarasa enakbakal repeat order,5,rasa,POSITIF
saus mantep dan gak pelit buah jg segar dan macem2 definitely not going to be the last purchase ,5,kualitas,POSITIF
respo cepat buah fresh,5,pelayanan,POSITIF
terimakasih ya saladnya enak sdh repeat order ,5,rasa,POSITIF
poko layan cakeep banget deeh jadi langgan,5,pelayanan,POSITIF
enak banget dan puas,5,rasa,POSITIF
soal rasa egk di ragu lagi,5,rasa,POSITIF
selaluuuuu enakfreshnagih,5,rasa,POSITIF
selalu re order lg dan lagi  ,5,kualitas,POSITIF
neng banget kasih bonus asin free ,5,pelayanan,POSITIF
enaakk,5,rasa,POSITIF
enakcepat sampaisesuai foto,5,rasa,POSITIF
enak udah keburu abis jadi ng sempet foto,5,rasa,POSITIF
kalau yg ini sdh uji sdh kali beli rasa gak pernah berubahnano thanks seller,5,rasa,POSITIF
asin terfav,5,rasa,POSITIF
mantapp,5,kualitas,POSITIF
terima kasih produk dan service mantap - biar bintang yg bicara,5,pelayanan,POSITIF
enaakkkk,5,rasa,POSITIF
mantaab rasanyaa ,5,rasa,POSITIF
rasa segerrrrrpenjualnya ramah next order lagi,5,pelayanan,POSITIF
kualitas oke kirim cepat mantap,5,kualitas,POSITIF
wajib d cobaiiiin enakkk bingitz,5,rasa,POSITIF
enak dan garuda langgan dr taon lalu,5,rasa,POSITIF
alhamdulillah akhir ngidamnya sampean jg bnr parah asin enk bgtseuugeeeeernya mng bkn mata meleknch br prtm kl rasain asin enknya ky gn ntuk air rasa asemnya mng bkn dr cukaasinannya msh freshpemgiriman sgt cpt dan penjul ramah pokok top markotop dch dgn layanannnyabs jd langgan nch pas lg kpgn makan yg segerthx y agan smg dagang sll laris manis dan sukses trs ,5,rasa,POSITIF
selalu mantap asli bikin merem melek ,5,rasa,POSITIF
kirim sangat cepat tks untuk rasa mah ga usah d raguinajib n tks seperti biasa semuany freshtks,5,pelayanan,POSITIF
packing rapi cepet sampai jual responsif dan ramah asin nya maknyus,5,pelayanan,POSITIF
enak,5,rasa,POSITIF
maknyus,5,rasa,POSITIF
rasa bikin tagih,5,rasa,POSITIF
manis mantab durian kirim cepattq,5,rasa,POSITIF
enak manis durianya mantab,5,rasa,POSITIF
paket sudah terima tp blum sempat coba krn utk jual lagi insha allah enak ya,5,pengiriman,POSITIF
sesuai pesan kirim cepat soal pake grab sich btw good seller and thanks tokped,5,pelayanan,POSITIF
mantab berasaaa durian medan nya,5,rasa,POSITIF
bagus manis dan asa bngt durian asli tq,5,rasa,POSITIF
enakkkkkks syekali makas seller makas jga abang kurir,5,rasa,POSITIF
mantap enak saladnya tq,5,rasa,POSITIF
mkshhh kak moga lancar manfaat barokah selaluuuuuu aamiin,5,pelayanan,POSITIF
alhamdulillah udah sampe selamat paket mkshhh bnyk ya kak utk bonus nya masya allah moga allah ikan usaha lancarrrr barokah selaluuuuuu aamiin ,5,pelayanan,POSITIF
ini pesan sekian kali loohsoal rasa jgn tanyapokoknya mantul makas seller yg ramahkapan2 insya allah order lagi,5,rasa,POSITIF
always the best alhamdulillah mkshhh selaluuuuuu kak barakallah,5,pelayanan,POSITIF
memang asam buah dan untuk ukur besar ini jujur makan tengah ka krna asam anak jg ga suka biasa sukamakasih ya ka udh tanggung jawab ganti yg barusemoga berkah saya rubah review nya,5,rasa,POSITIF
mkshhh yaaaa kak udh sampe paket muas,5,pelayanan,POSITIF
mkshhh yaaaa kak packing nya aman,5,pengiriman,POSITIF
beli ke-4,5,kualitas,POSITIF
packingan rapi,5,pengiriman,POSITIF
beli yg dua tetap puas epak rapi pakai bublewarp dan ada stiker fragile barang khasiat bagus dan kadarluarsanya masih lama jual baik dan fast respon makasih gan ,5,pelayanan,POSITIF
mantap barang asli khasiat bagus langsung asa epak rapi tulis fragille dan pakai bubblewarp kadarluarsanya masih lama jual baik dan fast respon makasih ya next pasti order lg ,5,pelayanan,POSITIF
sesuai dengan pesan cepet nyampe packing rapi  ditambahin bublewrap dan tentu lebih murah dari yg lain recomended,5,pengiriman,POSITIF
sesuai ekspektasi moga jd lebih sehat ,5,kualitas,POSITIF
kirim cepatpackingnya aman  rapiproduk kemas sangat baik makasih seller,5,pengiriman,POSITIF
harga bagus barang bagus kirim cepat,5,pengiriman,POSITIF
packing amanmurah cepat,5,pengiriman,POSITIF
alhamdulillah telah coba barang dalam ada bagus dan sesuai dengan detail yang tera pada deskripsi produk respon jual juga baik kirim sangat cepat overall puas dengan layan jika jual muslim moga allah berkah usaha,5,pelayanan,POSITIF
selamat rasa mual muntah ku,5,rasa,POSITIF
rasa terlalu kuat heran dengan rasanyamaaf tapi ini jauh dari ekspektasi,4,rasa,POSITIF
fast respon good seller good product,5,pelayanan,POSITIF
kirim cepat produk ok,5,pengiriman,POSITIF
busyet dah asiin bangatrasnya ngangenin dan bikin hausscocok buat makan buka yang punya warung makan,5,rasa,POSITIF
enakkkkk coyyyyyyy,5,rasa,POSITIF
enak,5,rasa,POSITIF
enak euy,5,rasa,POSITIF
ini fav sih snack dr kecil,4,rasa,POSITIF
ada rasa asin,3,rasa,NETRAL
respon seller baik dan cepat produk sesuai foto dan deskripsi terimakasih sukses selalu,5,pelayanan,POSITIF
kok agak pait ya kyk udah gk segar pdhl kondisi sampai rmh masih dingin apa sdh lama,4,rasa,POSITIF
enak,5,rasa,POSITIF
enak durian cupnyabener2 dr durian medanthx ya gansukses selalu,5,rasa,POSITIF
enak respon cepat,5,rasa,POSITIF
kirim cepat rasa durian juga enak manis respon seller juga cepat recomended dech,5,pengiriman,POSITIF
kirain dr foto ukur besar ternyatahehe tp rasa boleh laahhhpuas,4,rasa,POSITIF
respon cepat rasa ok banget real durian asli next pasti order lagi,5,pelayanan,POSITIF
isi kurang penuhtapi rasa ok,4,rasa,POSITIF
semua barang selalu sesuai gambar dan deskripsi ,5,kualitas,POSITIF
barang proses dan kirim sangat cepat kemas baik dan rapi terima kasih sayurbox,5,pengiriman,POSITIF
sayur dan semua sini fresh layan lumayan cepat,5,kualitas,POSITIF
produk cepat sampai dan memuaskanthanks banget seller,5,pelayanan,POSITIF
nanas gak kirim ga diinfoin juga cara refund di tokped tau2 pesan udh selesai otomatis,1,pelayanan,NEGATIF
segarrrr ,5,kualitas,POSITIF
nanas manis bangetcuttingnya juga rapi suka banget  puas banget ,5,rasa,POSITIF
kirim cepat barang oke,5,pengiriman,POSITIF
mantap,5,kualitas,POSITIF
bersih tanpa biji,5,kualitas,POSITIF
pesan proses cepat kirim juga oke cepat sampai sesuai deskripsi dan langsung santap,5,pelayanan,POSITIF
rasa kangen,5,rasa,POSITIF
pokok puas ,5,pelayanan,POSITIF
respon nya cepat sehingga barang cepat sampe juga tq ya,5,pelayanan,POSITIF
proses kirim yg cepat dan sesuai dgn deskripsi,5,pengiriman,POSITIF
enak ,5,rasa,POSITIF
rasa enak dengan tambah kacang tanah goreng dan sambal ekstra kemas dengan baik kirim express tiba aja paket sudah sampai terimakasih banyak seller ,5,pelayanan,POSITIF
mantap ,5,kualitas,POSITIF
cepat  rasa cocok lidah,5,pengiriman,POSITIF
sesuai pesan respon seller dan kirim cepat terimakasih,5,pelayanan,POSITIF
maknyusss,5,rasa,POSITIF
cabe ngga ada mgk ketinggalanshg yg makan saya sendirimereka ngga ada cabe ngga mau makanbagaimana ngga puasa kalau saya harus habisin 5 porsimakasih ya,5,pelayanan,POSITIF
mantap dan fresh,5,kualitas,POSITIF
enak hanya porsi mini hehe,5,rasa,POSITIF
mantap dan fresh buah,5,kualitas,POSITIF
respon jual dan kirim cepat,5,pelayanan,POSITIF
dah ga hitung brp kali repeat order ,5,rasa,POSITIF
enaaaakkkk bingitzzzzz,5,rasa,POSITIF
entah sudah brp puluh kali beli ini  sudah jd member alias langgan tetap,5,rasa,POSITIF
enakbuahnya fresh rasa seger packingan bersih dan aman bgt kirim cepat seller ramah makasih banyak,5,kualitas,POSITIF
mohon maaf lupa foto saking enak udah abis duluan baru inget mau foto buat review asin kuah putih ini beda dari yang lain sih enakk banget,5,rasa,POSITIF
selalu mantap asli bikin merem melek ,5,rasa,POSITIF
kirim sangat cepat tks untuk rasa mah ga usah d raguinajib n tks seperti biasa semuany freshtks,5,pengiriman,POSITIF
enak segeer,5,kualitas,POSITIF
asin nya enak bgt kirim sangat cepat,5,rasa,POSITIF
kirim cepat asin enak thx,5,pengiriman,POSITIF
pas sesuai selera ,5,rasa,POSITIF
re order yg sekian kali maaf gak sempet di foto buru2 dimasukin kulkas takut khilaf lagi puasa ,5,rasa,POSITIF
seger and fres bngt  makasihhhhh,5,kualitas,POSITIF
oktuanks seller,5,pelayanan,POSITIF
mantap ,5,kualitas,POSITIF
selalu puas deh sampe gak sempet masuk kulkas langsung makan ,5,rasa,POSITIF
agak kecewa note tidak sesuai ,3,pelayanan,NETRAL
biar tangan yg bicara mantul rasa saladnya,5,rasa,POSITIF
udah kali kli bli sini enak dan muas jadi langgan,5,pelayanan,POSITIF
enak ,5,rasa,POSITIF
barang kemas cara rapi,5,pelayanan,POSITIF
oke banget selalu dan selalu beli asin di sini lagi sampe gojek nya bingung kenapa beli asin jauh banget karena enak dan rasa pas banget ,5,rasa,POSITIF
segeer banget dan sedeep,5,kualitas,POSITIF
sudah beli untuk sekian kali tetap suka dengan rasa ,5,rasa,POSITIF
seger makan siang2 cm mangga adem bgt makasih,5,kualitas,POSITIF
mantab  terima kasih,5,rasa,POSITIF
bintang bicara ,5,pelayanan,POSITIF
biar bintang yg bicara yaterima kasih,5,pelayanan,POSITIF
pas mantab makasih yah,5,rasa,POSITIF
maaf ya saya kurang cocok dg rasa saus dan buah nya juga tidak fresh air,3,rasa,NETRAL
sukakkk  sellernya juga helpful bgt  repeat order soon ,5,rasa,POSITIF
buah segar rasa enak seller respon bagus recomended,5,kualitas,POSITIF
gak ragu udah beli yg sekian kali pokokya sehat dan sukses terus y sis,5,rasa,POSITIF
udah langgan 6x sen sini baik via toped maupun wa rasa selalu premium dan enak keep up the good quality sis,5,rasa,POSITIF
transaksi berkali2 selalu puas,5,pelayanan,POSITIF
sesuai dengan pesan terimakasih,5,kualitas,POSITIF
barang terima dengan baik packing aman terima kasih,5,pengiriman,POSITIF
suka sy kirim cepat dan packing nya rapi trimakasih ya,5,pengiriman,POSITIF
sesuai pesan barang tidak kurang,4,pelayanan,POSITIF
mantap ,5,kualitas,POSITIF
garing mnggany enakbkl psn lagi pasti,5,rasa,POSITIF
enak seger bgt mangga asem renyah pas buat ngidam,5,kualitas,POSITIF
enak sampai repeat order terus,5,rasa,POSITIF
enak banget krenyes2 buah super segar lain kali mesti beli lagi,5,kualitas,POSITIF
repeat order buah mangga tetap bagus sekali sesuai dengan pesan saya yang pertama dan packing juga sangat rapi dan ikat erat terima kasih ,5,pelayanan,POSITIF
enak banget,5,rasa,POSITIF
mina kasih buah sudah sampai  packing sangat bagus sekali dan buah juga bagus ,5,kualitas,POSITIF
enak bgt pesan yg ke sekian kali,5,rasa,POSITIF
ini enak banget dongterasinya sukak langsung repeat order buat stock,5,rasa,POSITIF
baraang ny bagus kirim cepeett bangeett jooss toko ada bonuus nya lagi,5,kualitas,POSITIF
mantap,5,rasa,POSITIF
recomended seller,5,pelayanan,POSITIF
lapak fast responpacking rapibarang darat dengan amanmantab pokok,5,pelayanan,POSITIF
mantap barang bagus dan saya rekomendasi sini saja,5,kualitas,POSITIF
barang mantap ada lebih recomended,5,kualitas,POSITIF
barang mantap dan kualitas sukses terus pokok,5,kualitas,POSITIF
recomended mantap,5,pelayanan,POSITIF
barang oke,5,kualitas,POSITIF
recomended seller ini,5,pelayanan,POSITIF
barang kualitas respon seller cepat,5,kualitas,POSITIF
enak apalagi pas dapet harga diskon banyak sering promo yaa ,5,rasa,POSITIF
bsrang sesuai pesan,5,kualitas,POSITIF
brg ok enak thanks,5,kualitas,POSITIF
jual ramah packing nya aman keluar kota,5,pelayanan,POSITIF
mantab beli beberapa kali belum pernah kecewa,5,pelayanan,POSITIF
kirim cepat enakkkk saya suka,5,pengiriman,POSITIF
enak segar,5,kualitas,POSITIF
rasa nya wangi tetapi tidak manistidak sesuai iklan,1,rasa,NEGATIF
mantabbbb packing sangat bagus,5,pengiriman,POSITIF
rasa oke  hanya biji duren ada yg di dalem plastik,5,rasa,POSITIF
uenakkk bakal langgan nih,5,rasa,POSITIF
barang bagus packing rapih kirim cepat recommended seller,5,pelayanan,POSITIF
rasa manis mantul mksh,5,rasa,POSITIF
joss udh sampe sen ga sampe 1 jam moga joss jg rasa,5,pengiriman,POSITIF
ga kecewa dgn durian durian manis2 semua thx ya,5,rasa,POSITIF
rasa mantap manis,5,rasa,POSITIF
mantap,5,rasa,POSITIF
mantappp,5,rasa,POSITIF
enak,5,rasa,POSITIF
selalu suka bollen kartika enak,5,rasa,POSITIF
semua sesuai baik waktu kirim maupun item yg order,5,pelayanan,POSITIF
barang sampai besok expired,1,pengiriman,NEGATIF
uda sen hr sabtu tp kirim cuma ampe jam 11 senin kirim pun sore sampai ke tuju selasa siang,3,pengiriman,NETRAL
makan suka sejak kecil sudah 2x beli lewat toped packing rapi  aman,5,rasa,POSITIF
gede puas,5,pelayanan,POSITIF
masih sama seperti dulu waktu sy kecil enak tgl 8 2 pesan 9 2 bayar 10 2 siang udah sampe mantep dah cm dus agak penyok tp rasa enak mksh kartika sari,5,rasa,POSITIF
beli ke-4,5,rasa,POSITIF
packingan rapi,5,pengiriman,POSITIF
beli yg dua tetap puas epak rapi pakai bublewarp dan ada stiker fragile barang khasiat bagus dan kadarluarsanya masih lama jual baik dan fast respon makasih gan ,5,pelayanan,POSITIF
mantap barang asli khasiat bagus langsung asa epak rapi tulis fragille dan pakai bubblewarp kadarluarsanya masih lama jual baik dan fast respon makasih ya next pasti order lg ,5,kualitas,POSITIF
sesuai dengan pesan cepet nyampe packing rapi  ditambahin bublewrap dan tentu lebih murah dari yg lain recomended,5,pengiriman,POSITIF
sesuai ekspektasi moga jd lebih sehat ,5,kualitas,POSITIF
kirim cepatpackingnya aman  rapiproduk kemas sangat baik makasih seller,5,pengiriman,POSITIF
harga bagus barang bagus kirim cepat,5,kualitas,POSITIF
packing amanmurah cepat,5,pengiriman,POSITIF
kirim cepat dan pia enakk,5,pengiriman,POSITIF
seller sangat responsive ,5,pelayanan,POSITIF
suka banget sama pia ini tagih terus,5,rasa,POSITIF
seller gercep enak pia nya uda sering beli  suksesterus,5,pelayanan,POSITIF
uenak,5,rasa,POSITIF
barang sesuai dengan ingin tks,5,pelayanan,POSITIF
mantap,5,kualitas,POSITIF
good productgood seller  thankyouu ,5,kualitas,POSITIF
good seller good product ,5,pelayanan,POSITIF
good product good seller  thankyouu kak,5,pelayanan,POSITIF
good seller  pesan sesuai produk ok kirim cepat terima kasih seller sukses selalu,5,pelayanan,POSITIF
mantaap baik respon seller maupun produk ok,5,pelayanan,POSITIF
enak ngga manis puas belanja sini on time sesuai deskripsi 2 hari dan tiba jam 11 siang hehe fresh masuk untuk topping kacang mgkin bsa hancur lebih seragam homogen krna ada piece yg trnyta besar dan keras,5,rasa,POSITIF
bolu nya enak dan mantapp,5,rasa,POSITIF
selalu puasudah langgan,5,pelayanan,POSITIF
wow yum yum enak,5,rasa,POSITIF
enakkk ngga terlalu manis bolu nya lembut ,5,rasa,POSITIF
selalu puas pesan sini rasa enak dan kirim sesuai,5,pelayanan,POSITIF
packing nya rapi pas buka wangi nya enak bsk2 beli sini lagi terima kasih,5,pengiriman,POSITIF
baru pernah sen kue serapih ini packagingnya bener2 bagus kata po 2 hr tp besok udh sampairasanya enak lembut tp mantap kacang jg garing top bangettsss,5,pelayanan,POSITIF
packaging aman produk sesuai ekspektasi moga sukses,5,pelayanan,POSITIF
bolu jadul enak dan kemas rapi dar saran bag nya jgn plastik kali yaa spy tdk tambah sampah plastik hehe,5,pelayanan,POSITIF
kirim cepat dan jual kooperatif,5,pengiriman,POSITIF
puasa bangettt buat ngasih hampers ke org lain cocok banget,5,pelayanan,POSITIF
nyata sampenya cepat sekaliiii padahal kata po  terimakasih banyaaak min,5,pengiriman,POSITIF
rasa cokelat luar biasa sekali kalo ga inget berat badan bisa2 diabisin sendiri  untuk layan lebih dari ekspetasi pikir ga akan kirim hari ini nyata langsung kirim hari ini juga mantab,5,rasa,POSITIF
enak bangeeet coklat rasa bbget aku tdi mkan ditroh di kulkas dlu jdi enyoyy bakal repurchase si ini makasih seller,5,rasa,POSITIF
sumpah padahal tulis po tapi pas sen malemnya udah kirim dan pagi ini udah sampeeee layan juga ramah bangettt fix kalo beli hampers lagi bakal sini the best,5,pengiriman,POSITIF
layan cepat paket sampai ke tuju dgn aman mantaap sukses buat sellernya,5,pelayanan,POSITIF
mantab pas banget buat jadi hampers lebaran thank you,5,kualitas,POSITIF
proses cepat,5,pengiriman,POSITIF
seller ramah dan informatif sekali fast response jugapackaging sangat cantik karna untuk hampers lebaranproses pesan juga cepat h-1 pesan dan besok sudah antar sudah rapi dan cantik pacakgingnyasiap bagi hampersnyaoverall sangat puas,5,pelayanan,POSITIF
enak admin good response,5,rasa,POSITIF
alhamdulillah kue enak sesuai pesan terima kasih,5,rasa,POSITIF
admin walaupun agak lama respon mgkn krn order banyak tapi begitu dinotice proses cepet jadi alhamdulillah bisa terima sesuai waktu yg diharapkanrasa kue ijonya sih jelas juara bangeett ,5,pelayanan,POSITIF
pesan cepet sampe pagi sen siang udh sampe free greeting card luvvv makas,5,pengiriman,POSITIF
paraaah enak banget,5,rasa,POSITIF
suka bgt sampai order buat paket hampers ke teman2,5,kualitas,POSITIF
enakkkkk,5,rasa,POSITIF
respon seller cepat packing baik dan sesuai pesan,5,pelayanan,POSITIF
kirim cepet banget packing okeee rasa sungguh endul nggak malu2in buat kasih2 ke tetangga ,5,pengiriman,POSITIF
beneran kue basah yg segertks kaaaasukses selalu,5,kualitas,POSITIF
enak,5,rasa,POSITIF
kulit choipannya banyak yg hancur karena dan lengket satu sama lain,2,kualitas,NEGATIF
enak rasa apa lagi sambelnya ngeklop bgt rasa tp mgkn pas ambil harus ati2 krn kulit tipis overall ok smua,5,rasa,POSITIF
choi pan langgan sudah beli ber kali2 muas enak puas ,5,rasa,POSITIF
mantabsudah langgan,5,kualitas,POSITIF
ehm choipan nya ya rasa choipan pada umum nyabiasa ajaterus dapat sambal nya sedikit padahal beli nya 40 biji,3,rasa,NETRAL
selalu enak,5,rasa,POSITIF
choipannya enak nyesel ordernyakurang banyak kirim juga cepat,5,rasa,POSITIF
enakkkk cpt kirim thx,5,rasa,POSITIF
kualitas cukup baik dengan harga jangkau,4,kualitas,POSITIF
recomended,5,pelayanan,POSITIF
tanpa hancurrmanntaabbb,5,kualitas,POSITIF
sebenernya paling takut kalo order makan apalagi dr luar kota karena alam bbrp kali pas sampe makan ancur atau lbh parah basi tapi ini enggak sama sekali packingnya juga bagus banget dan aman banget pasti bakal order sini lagi,5,kualitas,POSITIF
barang kondisi bagus rasa enak seller fast respon packing rapi dan aman rekomen,5,kualitas,POSITIF
barang kondisi bagus enak seller fast respon packing rapi dan aman rekomen,5,pelayanan,POSITIF
sdh kali beli sini ,5,pelayanan,POSITIF
good,5,rasa,POSITIF
ini enak banget,5,rasa,POSITIF
not really for me hehe buat aku sangat sangat manis tapi tekstur ok,3,rasa,NETRAL
gk pernah kecewa beli sini,5,pelayanan,POSITIF
admin ramah banget dan fast response browniesnya two thumbs up coklat asa banget dan gak manis,5,pelayanan,POSITIF
